77778	89903	80684	87691	94401	74390	78151	85142	88367	77256	88082	93620	79471	79824	80867	103523	77423	77524	83830	87724	94675	74248	87895	79306	85566	77156	86593	88512	78893	90455	73796	74596	82075	91519	75160
75943	88311	78927	85987	92753	72406	76292	83468	86720	75577	86475	92130	77755	78112	79054	102266	75670	75772	82040	85825	93404	72400	86368	77503	83905	75135	85075	86889	77284	88920	71748	72749	80276	90091	73428
72866	85210	75917	82776	89490	69199	73182	80434	83628	72618	83435	89016	74785	75124	75873	99252	72652	72779	78860	82439	90579	69343	83373	74337	80744	71850	82098	83746	74359	85887	68471	69652	77148	87178	70541
70756	83036	73890	80483	87170	66960	71081	78357	81487	70636	81328	86797	72771	73099	73645	97068	70652	70797	76632	79926	88664	67261	81290	72127	78491	69542	80056	81540	72402	83751	66172	67553	75033	85200	68700
70052	82524	73359	79857	86580	66111	70387	77854	80993	70112	80853	86406	72223	72578	72960	96848	70077	70239	75963	78986	88405	66535	80826	71415	77832	68696	79581	80968	71890	83213	65298	66858	74397	84921	68286
70100	82631	73629	79862	86464	65967	70517	78040	81196	70448	81061	86636	72507	72828	73056	97121	70415	70629	76030	78522	88741	66574	80995	71480	77906	68685	79829	81067	72117	83301	65297	67015	74583	85282	68766
69812	82540	73681	79723	86219	65343	70372	78015	81271	70511	81144	86799	72530	72809	73010	97514	70547	70744	75872	77605	88977	66171	81003	71328	77826	68404	79886	81057	72077	83237	64894	66847	74475	85592	68952
70906	83478	74986	80694	87102	65557	71402	79142	82528	71824	82599	88328	74226	74217	74358	99543	72056	72307	76966	77927	90336	66877	82166	72548	79245	69772	81311	82715	73464	84659	65864	68016	75631	87332	70411
73348	85821	77420	82907	89235	67378	73778	81583	84783	74343	85155	90816	77059	76697	76773	102478	74391	74475	79120	79536	92482	68644	84322	74431	81561	72290	83451	85175	76092	86994	67720	70265	77262	88944	72453
74786	86563	78304	83759	89570	68763	74897	83128	85583	74688	86189	91782	78705	78769	78592	104057	76168	75860	80751	80967	93731	70410	86509	76201	83380	74826	85429	87354	78783	89239	69855	72619	78881	90108	74580
76993	88573	80357	85672	91533	70925	76992	85213	87526	76798	88167	93736	80552	80867	80292	105675	77808	77006	82416	82713	94904	72056	88319	77713	84904	76772	86950	89009	80899	90776	71674	74588	80294	91011	76163
79615	91014	82752	88197	93875	73588	79534	87703	89812	79250	90358	96157	82845	83415	82484	107573	79942	78834	84530	85064	96435	74342	90594	79749	87077	79108	88836	91191	83414	92735	73970	76973	82343	92584	78239
77924	89184	80903	86326	92084	71775	77758	85895	88059	77439	88487	94352	80952	81681	80404	105494	77934	76608	82537	83010	94218	72264	88700	77481	85029	77235	86711	89223	81728	90658	71925	75144	80258	90299	76224
75871	86420	78545	83960	89208	69772	75452	83591	85332	75183	86000	91883	78827	79687	78202	102884	75767	74410	80243	80478	91574	69915	86334	75193	82804	75311	84246	86872	79711	88232	69836	73372	77995	87717	73973
74773	84961	77373	82627	87410	68655	73923	82343	83993	73977	84764	90798	77697	78712	76894	101494	74574	73402	78754	78899	90265	68307	84784	73659	81312	74211	82968	85591	78488	86764	68363	72192	76522	86264	72692
74403	84671	77079	82181	87090	68092	73388	81906	83781	73469	84485	90901	77725	78981	76558	101798	74483	73640	78301	78338	90649	67691	84563	73261	81238	74387	83338	85774	78776	86778	68081	72529	76184	86942	72572
78552	88107	80652	86324	90123	71659	76991	85950	87890	77518	88555	95528	81424	82999	79908	105824	77988	77862	81721	81402	95002	70646	87969	76584	84604	77900	87570	89665	82757	90528	71681	76521	79378	91282	75911
81073	90581	83187	88692	92203	74144	78964	88239	90459	80260	91004	98349	83873	85587	82212	108595	80182	80580	84200	83499	97853	72624	90179	78936	86869	80461	90423	92335	85432	92917	74027	79165	81535	94095	78058
81528	90458	83362	87898	91429	74189	79332	88474	89994	80758	90793	97717	84643	86904	81488	107969	80341	81036	83709	82577	98641	73594	90363	78466	85867	80298	90956	91802	87142	93152	73702	79655	81242	93794	79007
79629	87974	80964	86054	88906	72648	77148	86352	87886	78361	88534	95769	82707	84546	79944	105773	78335	78859	81835	80785	95778	71190	87939	76718	84521	79113	88668	89927	84583	90911	72330	77384	79162	91563	76777
76748	85046	78217	83457	86248	70169	74553	83437	85280	75321	85722	92817	79772	81205	77562	102588	75682	76001	79359	78601	92141	68570	84907	74308	82082	76567	85421	87128	81013	87755	70229	74631	76758	88761	74025
78470	86462	79746	85070	87395	71956	75952	85107	86828	76995	87421	94613	81337	82988	79062	104218	77134	77706	80912	79978	94083	70042	86425	75888	83683	78183	87302	88792	82904	89470	71822	76285	78168	90339	75464
79926	87444	80915	86146	88127	73514	77148	86293	87801	78456	88569	95628	82568	84408	80219	104991	78299	79157	82166	80991	95491	71382	87454	77219	84886	79614	88734	89957	84446	90737	73246	77662	79349	91312	76625
