0.767	0.827	0.878
0.767	0.827	0.881
0.768	0.826	0.884
0.768	0.826	0.887
0.769	0.825	0.889
0.769	0.825	0.891
0.769	0.827	0.893
0.770	0.829	0.895
0.770	0.831	0.897
0.770	0.833	0.898
0.771	0.834	0.899
0.771	0.836	0.900
0.772	0.836	0.900
0.773	0.837	0.900
0.774	0.839	0.899
0.775	0.840	0.899
0.776	0.841	0.898
0.778	0.842	0.897
0.779	0.843	0.896
0.781	0.844	0.895
0.782	0.843	0.894
0.782	0.842	0.894
0.783	0.841	0.893
0.784	0.840	0.893
0.784	0.840	0.891
0.785	0.839	0.890
0.786	0.839	0.888
0.787	0.838	0.887
0.786	0.837	0.887
0.785	0.836	0.887
0.784	0.836	0.887
0.783	0.835	0.887
0.782	0.834	0.888
0.780	0.833	0.888
0.779	0.832	0.888
0.778	0.831	0.888
0.776	0.831	0.888
0.775	0.830	0.887
0.774	0.829	0.887
0.772	0.828	0.887
0.770	0.827	0.887
0.768	0.827	0.886
0.766	0.827	0.886
0.765	0.827	0.885
0.763	0.828	0.883
0.762	0.828	0.881
0.760	0.828	0.880
0.758	0.828	0.878
0.757	0.825	0.876
0.755	0.822	0.874
0.753	0.819	0.871
0.751	0.816	0.869
0.748	0.813	0.867
0.746	0.810	0.865
0.743	0.808	0.863
0.741	0.804	0.862
0.738	0.800	0.860
0.737	0.796	0.858
0.736	0.792	0.855
0.735	0.788	0.852
0.734	0.784	0.850
0.734	0.780	0.847
0.733	0.777	0.844
0.733	0.774	0.841
0.733	0.772	0.838
0.732	0.769	0.835
0.731	0.766	0.834
0.729	0.763	0.833
0.728	0.763	0.831
0.727	0.766	0.830
0.726	0.770	0.828
0.726	0.773	0.826
0.726	0.777	0.825
0.726	0.780	0.823
0.725	0.784	0.822
0.724	0.785	0.821
0.724	0.783	0.820
0.723	0.780	0.819
0.722	0.778	0.817
0.721	0.776	0.817
0.719	0.774	0.816
0.718	0.772	0.815
0.715	0.770	0.815
0.713	0.769	0.815
0.710	0.767	0.815
0.707	0.766	0.815
0.704	0.764	0.814
0.701	0.762	0.813
0.698	0.761	0.811
0.694	0.759	0.810
0.691	0.755	0.808
0.688	0.751	0.805
0.685	0.746	0.803
0.682	0.742	0.800
0.679	0.738	0.798
0.677	0.734	0.795
0.675	0.728	0.792
0.672	0.725	0.789
0.670	0.722	0.785
0.667	0.719	0.782
0.664	0.716	0.779
0.660	0.713	0.775
0.657	0.710	0.772
0.653	0.707	0.768
0.649	0.706	0.764
0.646	0.704	0.761
0.642	0.703	0.757
0.638	0.702	0.754
0.634	0.701	0.751
0.629	0.699	0.748
0.625	0.697	0.746
0.621	0.690	0.743
0.617	0.684	0.740
0.614	0.678	0.737
0.611	0.672	0.734
0.609	0.665	0.730
0.607	0.659	0.726
0.606	0.653	0.722
0.604	0.649	0.719
0.602	0.646	0.715
0.601	0.642	0.711
0.600	0.638	0.707
0.599	0.635	0.703
0.598	0.631	0.698
0.597	0.630	0.693
0.596	0.631	0.689
0.595	0.632	0.685
0.594	0.633	0.682
0.592	0.635	0.680
0.590	0.636	0.677
0.588	0.637	0.675
0.585	0.635	0.674
